# ieee-iab.txt -- Ethernet vendor IAB file for arp-scan
#
# This file contains the Ethernet vendor IABs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an IAB-vendor mapping in the form:
#
# <IAB><TAB><Vendor>
#
# Where <IAB> is the first 36 bits of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-iab at 2018-12-24 19:37:33
# using data from http://standards-oui.ieee.org/iab/iab.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
0050C2DD6	Transas Marine Limited                       
0050C218C	Technodrive srl                              
0050C2191	Partner Voxstream A/S                        
0050C21AA	BitBox Ltd                                   
0050C21A5	NORCO                                        
0050C21A0	SCA Data Systems                             
0050C21A1	Portalplayer, Inc                            
0050C2159	Standard Comm. Corp.                         
0050C2170	Taishodo Seiko Co., Ltd.                     
0050C200A	Tharsys                                      
0050C216B	Masterclock, Inc.                            
0050C2013	Sensys Technologies Inc.                     
0050C2014	Canal +                                      
0050C2009	Datakinetics Ltd.                            
0050C2044	Private                                      
0050C2127	TPA Traffic & Parking Automation BV          
0050C2145	ELC Lighting                                 
0050C214F	Telephonics Corp.                            
0050C2110	QuesCom                                      
0050C2111	Endusis Limited                              
0050C20E1	Inspiration Technology P/L                   
0050C20D7	Summit Avionics, Inc.                        
0050C211A	Teamaxess Ticketing GmbH                     
0050C2124	Tokai Soft Corporation                       
0050C211B	Digital Vision AB                            
0050C20EB	iREZ Technologies LLC                        
0050C20EF	Movaz Networks, Inc.                         
0050C2109	ITK Dr. Kassen GmbH                          
0050C20FF	IPAXS Corporation                            
0050C20AA	Log-In, Inc.                                 
0050C20A9	Radiant Networks Plc                         
0050C20A8	Kaveri Networks                              
0050C209C	RF Applications, Inc.                        
0050C20CC	AlphaMedia Co., Ltd                          
0050C20CD	LINET OY                                     
0050C20C5	SAIA Burgess Controls AG                     
0050C20A0	CYNAPS                                       
0050C209F	MetaWave Vedeo Systems                       
0050C2099	Case Information & Communications            
0050C2069	EC Elettronica S.R.L.                        
0050C2079	Flextel S.p.A                                
0050C2078	Reselec AG                                   
0050C2072	Neuberger Gebaeudeautomation GmbH & Co.      
0050C2071	NetVision Telecom                            
0050C205C	Nortel Networks PLC (UK)                     
0050C2055	San Castle Technologies, Inc.                
0050C205B	Radiometer Medical A/S                       
0050C2031	Eloquence Ltd                                
0050C2032	MotionIO                                     
0050C203E	MSU UK Ltd                                   
0050C203F	Celotek Corp                                 
0050C204F	Luma Corporation                             
0050C204B	Tecstar Demo Systems Division                
0050C2038	Etheira Technologies                         
0050C2039	Apex Signal Corp                             
0050C2027	Industrial Control Links                     
0050C2028	The Frensch Corporation (Pty) Ltd.           
0050C202F	Sinetica Corp                                
0050C202E	Turtle Mountain Corp                         
0050C205E	DIVA Systems                                 
0050C2010	Moisture Systems                             
0050C2011	Bihl + Wiedemann GmbH                        
0050C201B	Cross Products Ltd.                          
0050C201A	Skylake Talix                                
0050C201E	CallTech International Limited               
0050C201D	Princeton Gamma Tech                         
0050C2E3C	Grupo Epelsa S.L.                            
0050C2CFA	Grupo Epelsa S.L.                            
0050C2A24	Grupo Epelsa S.L.                            
0050C25F8	Grupo Epelsa S.L.                            
0050C256A	Grupo Epelsa S.L.                            
0050C2410	Grossenbacher Systeme AG                     
0050C2CBA	DELTA TAU DATA SYSTEMS, INC.                 
0050C2378	Daintree Networks Pty                        
0050C2BE7	Genetec Inc.                                 
0050C2380	EKE-Electronics Ltd.                         
0050C2620	Harman/Becker Automotive Systems GmbH        
0050C2D5F	Embedded Solution Bank Co., Ltd.             
0050C29CF	Intuitive Surgical, Inc                      
0050C2D9B	Intuitive Surgical, Inc                      
0050C2FA5	Intuitive Surgical, Inc                      
0050C27A8	Integrated Design Tools, Inc.                
0050C2398	Inhand Electronics, Inc.                     
0050C299A	Miromico AG                                  
0050C2F87	Vaisala Oyj                                  
0050C213B	Vaisala Oyj                                  
0050C2A6B	Explorer Inc.                                
0050C233D	GD Mission Systems                          
0050C2CC4	GD Mission Systems                          
0050C2E8E	GD Mission Systems                          
0050C214A	GD Mission Systems                          
0050C29A9	GD Mission Systems                          
0050C2723	Power Electronics Espana, S.L.               
0050C242C	Trapeze Software Group Inc                   
0050C233A	United Telecoms Ltd                          
0050C216A	Aplex Technology Inc.                        
0050C2110	Aplex Technology Inc.                        
0050C2DE1	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
0050C25BD	NOMUS COMM SYSTEMS                           
0050C220E	PYRAMID Computer GmbH                        
0050C214B	Vocality International Ltd                   
0050C2F2D	Robert Bosch Healthcare Systems, Inc.        
0050C21EA	DAVE SRL                                     
0050C26FA	DCNS                                         
0050C23C0	EDA Industries Pte. Ltd                      
0050C29DF	CODEC Co., Ltd.                              
0050C2A9C	Star Electronics GmbH & Co. KG               
0050C2E64	Edgeware AB                                  
0050C2E98	i3 International Inc.                        
0050C2505	Computerwise, Inc.                           
0050C2163	Computerwise, Inc.                           
0050C2F8F	Computerwise, Inc.                           
0050C2C6C	DORLET SAU                                   
0050C2455	Gogo BA                                      
0050C27CE	Gogo BA                                      
0050C2046	Circuitlink Pty Ltd                          
0050C2AC4	Orion Technologies,LLC                       
0050C24F0	MedAvant Healthcare                          
0050C2601	MedAvant Healthcare                          
0050C2392	Phytec Messtechnik GmbH                      
0050C217A	WOLF Advanced Technology.                    
0050C2A0B	IDS GeoRadar s.r.l.                         
0050C2FC6	Critical Link LLC                            
0050C20C4	InterEpoch Technology,INC.                   
0050C2A92	Sicon srl                                    
0050C2C3A	Sicon srl                                    
0050C2330	Sicon srl                                    
0050C211A	Sicon srl                                    
0050C2F3E	Vtron Pty Ltd                                
0050C20C9	QUANTAFLOW                                   
0050C29B2	Mesa Labs, Inc.                              
0050C20BF	Private                                      
0050C21DD	peiker acustic GmbH                          
0050C2204	Algodue Elettronica Srl                      
0050C2165	TECHBOARD SRL                                
0050C21DC	Imarda New Zealand Limited                   
0050C20F4	MB connect line GmbH Fernwartungssysteme     
0050C2A2E	YUYAMA MFG Co.,Ltd                           
0050C2F55	Honeywell                                    
0050C2616	Honeywell                                    
0050C23FB	nVent, Schroff GmbH                          
0050C24A1	nVent, Schroff GmbH                          
0050C2CF9	Elbit Systems of America                     
0050C2025	TERACOM TELEMATICA S.A                       
0050C20E0	EMAC, Inc.                                   
0050C219D	EMAC, Inc.                                   
0050C21CE	Peter Huber                                  
0050C21C9	Andy-L Ltd.                                  
0050C21C7	Wexiodisk AB                                 
0050C21B4	Inforce Computing Inc.                       
0050C21B2	AGE A. Gilg Elektronik                       
0050C21A7	ENTEC Electric & Electronic CO., LTD         
0050C21A8	Multiobrabotka                               
0050C2195	TONNA ELECTRONIQUE                           
0050C2193	FORZA SILICON CORP.                          
0050C2188	Array Corporation                            
0050C21BC	KbDevice,Inc.                                
0050C21BA	Creative Lighting And Sound Systems Pty Ltd  
0050C219B	Northern Star Technologies                   
